message,soc
"Du hast gerade etwas gesagt, dem ich zustimme, und zwar, abgesehen von deiner treffenden Zusammenfassung seines Problems, dass er gewillt ist die Erklärung der Eltern zu übernehmen. Das würde sich aber negativ auf seine Motivation und zukünftige Leistungen auswirken.",37
"Du hast gerade etwas gesagt, dem ich zustimme, und zwar, abgesehen von deiner treffenden Zusammenfassung seines Problems, dass er gewillt ist die Erklärung Erklärung Eltern zu übernehmen. Das würde sich aber negativ auf seine Motivation und zukünftige Leistungen auswirken.",37
"Du hast gerade etwas gesagt, dem ich zustimme, und zwar, abgesehen von deiner treffenden Zusammenfassung seines Problems, dass er gewillt ist die Erklärung der Eltern zu übernehmen. Das würde sich aber negativ Interesse seine Motivation und zukünftige Leistungen auswirken.",37
"Sie haben gerade etwas gesagt, dem ich zustimme, abgesehen von Ihrer passenden Zusammenfassung seines Problems, dass er bereit ist, die Eltern zu erklären.",37
"Sie haben gerade etwas gesagt, dem ich zustimme, abgesehen von Zusammenfassung passenden Zusammenfassung seines Problems, dass er bereit ist, die Eltern zu erklären.",37
"Der Ansatz der Lehrkraft ist da schon deutlich besser, obwohl sie das Thema sensibler ansprechen könnte und mehr Lösungsvorschläge liefern könnte.",37
"Der Ansatz Guru Lehrkraft ist da schon deutlich besser, obwohl sie das Thema sensibler ansprechen könnte und mehr Lösungsvorschläge liefern könnte.",37
"Der Ansatz der Lehrkraft ist da auffällig deutlich besser, obwohl sie das Thema sensibler ansprechen könnte und mehr Lösungsvorschläge liefern könnte.",37
"Der Ansatz der Lehrkraft ist da schon deutlich besser, obwohl sie anreden Thema sensibler ansprechen könnte und mehr Lösungsvorschläge liefern könnte.",37
"Der Ansatz des Lehrers ist viel besser, obwohl er das Thema sensibler behandeln und mehr Lösungen liefern könnte.",37
"Ihr Ziel sollte es sein, das Interesse an Mathe von Michael wieder zu wecken!",37
"Ihr Ziel sollte es sein, das Interesse an Mathe von Interesse wieder zu wecken!",37
"Ihr Ziel sollte es sein, das Interesse wieder an Michaels Mathematik zu wecken!",37
"Ihr Ziel sollte es sein, das Interesse wieder an Michaels Mathematik zu Rechnen",37
"Du hast gerade etwas gesagt, dem ich zustimme, und zwar, dass sich die Motivation und Leistung des Schülers noch ins negative weiterentwickeln. Ich denke, dass ihm hier eigene Attribuierungen fehlen und er daran arbeiten muss, um aus dem ""Mathetief"" etwas",37
"Du hast gerade etwas gesagt, dem ich zustimme, und zwar, dass Interesse die Motivation und Leistung des Schülers noch ins negative weiterentwickeln. Ich denke, dass ihm hier eigene Attribuierungen fehlen und er daran arbeiten muss, um aus dem ""Mathetief"" etwas",37
"Du hast gerade etwas gesagt, dem ich zustimme, und zwar, dass sich die Motivation und Leistung Leistung Schülers noch ins negative weiterentwickeln. Ich denke, dass ihm hier eigene Attribuierungen fehlen und er daran arbeiten muss, um aus dem ""Mathetief"" etwas",37
"Du hast gerade etwas gesagt, dem ich zustimme, und zwar, dass sich die Motivation und Leistung des Schülers noch ins negative weiterentwickeln. Ich denke, dass ihm hier eigene Attribuierungen fehlen und er funktionieren arbeiten muss, um aus dem ""Mathetief"" etwas",37
"Du hast gerade etwas gesagt, dem ich zustimme, und zwar, dass sich die Motivation und Leistung des Schülers noch ins negative weiterentwickeln. Ich denke, dass ihm hier eigene Attribuierungen fehlen und er daran arbeiten muss, um aus dem ""Mathetief"" etwas",37
"Du hast gerade etwas gesagt, dem ich zustimme, und zwar, dass sich die Motivation und Leistung des Schülers noch ins negative weiterentwickeln. Ich denke, dass ihm hier eigene Attribuierungen fehlen und er daran arbeiten muss, um aus dem ""Mathetief"" etwas",37
"Sie haben gerade etwas gesagt, das ich zustimme und dass die Motivation und Leistung des Schülers sich weiter in das Negative entwickeln wird. Ich denke, dass ihm hier seine eigenen Eigenschaften fehlen und er daran arbeiten muss, um etwas aus",37
"Sie haben gerade etwas gesagt, das ich zustimme und dass Interesse Motivation und Leistung des Schülers sich weiter in das Negative entwickeln wird. Ich denke, dass ihm hier seine eigenen Eigenschaften fehlen und er daran arbeiten muss, um etwas aus",37
"Sie haben gerade etwas gesagt, das ich zustimme und dass die Motivation und Leistung des Schülers sich weiter in das konzipieren entwickeln wird. Ich denke, dass ihm hier seine eigenen Eigenschaften fehlen und er daran arbeiten muss, um etwas aus",37
"Sie haben gerade etwas gesagt, das ich zustimme und dass die Motivation und Leistung des Schülers sich weiter in das Negative entwickeln wird. Ich denke, dass ihm hier seine eigenen Eigenschaften fehlen und er daran arbeiten muss, um funktionieren aus",37
"Sie haben gerade etwas gesagt, das ich zustimme und dass die Motivation und Leistung des Schülers sich weiter in das Negative entwickeln wird. Ich denke, dass ihm hier seine eigenen Eigenschaften fehlen und er daran arbeiten muss, um etwas aus",37
"Sie haben gerade etwas gesagt, das ich zustimme und dass die Motivation und Leistung des Schülers sich weiter in das Negative entwickeln wird. Ich denke, dass ihm hier seine eigenen Eigenschaften fehlen und er daran arbeiten muss, um etwas aus",37
"Du hast gerade geschrieben, dass sie das Interesse wieder wecken muss. Das stimmt und das wird ihr wohl kaum gelingen, wenn sie immer wieder seine Faulheit anmerkt.",37
"Du hast gerade geschrieben, dass Interesse das Interesse wieder wecken muss. Das stimmt und das wird ihr wohl kaum gelingen, wenn sie immer wieder seine Faulheit anmerkt.",37
"Du hast gerade geschrieben, dass sie das Interesse wieder wecken muss. Das stimmt und ja wird ihr wohl kaum gelingen, wenn sie immer wieder seine Faulheit anmerkt.",37
"Du hast gerade geschrieben, dass sie das Interesse wieder wecken muss. Das stimmt und das wird ihr wohl kaum gelingen, wenn sie immer Arbeitsscheu seine Faulheit anmerkt.",37
"Sie haben gerade geschrieben, dass sie das Interesse wieder wecken muss. Das ist wahr und das wird kaum gelingen, wenn sie seine Faulheit immer wieder bemerkt.",37
"Sie haben gerade geschrieben, dass Interesse das Interesse wieder wecken muss. Das ist wahr und das wird kaum gelingen, wenn sie seine Faulheit immer wieder bemerkt.",37
"Sie haben gerade geschrieben, dass sie das Interesse wieder wecken muss. Das ist wahr und das wird kaum gelingen, wenn sie seine Arbeitsscheu immer wieder bemerkt.",37
Ihr habt noch 10 Minuten Zeit bis zum Ende der Kollaborationsphase.,-1
Sie haben bis zum Ende der Zusammenarbeitsphase noch 10 Minuten.,-1
besitzen haben bis zum Ende der Zusammenarbeitsphase noch 10 Minuten.,-1
"Du hast gerade etwas gesagt, dem ich nicht zustimme, und zwar das sie versucht ihn zu demotivieren. Sie versucht meiner Meinung nach auf das eigentliche Problem hinzudeuten. Irgendwie muss sie das Problem ja konkretisieren",37
"Du hast gerade etwas gesagt, dem ich nicht zustimme, und zwar das sie versucht ihn zu demotivieren. Sie versucht meiner Meinung nach auf das eigentliche Problem hinzudeuten. Irgendwie muss sie das ausführen ja konkretisieren",37
"Sie haben gerade etwas gesagt, mit dem ich nicht zustimme und dass sie versucht, ihn zu demotivieren. In meiner Meinung versucht sie, das tatsächliche Problem anzugeben.",37
"Du hast gerade geschrieben, dass sie ihn demotiviert, dass habe ich nicht so gemeint, dass sie das beabsichtigt tut. Sondern, dass ihre Aussagen, dass es für Michael schwer wird, diesen demotivierend Beigeschmack haben.",37
"Du hast gerade geschrieben, dass sie ihn demotiviert, dass habe ich nicht so gemeint, dass sie das beabsichtigt beabsichtigt Sondern, dass ihre Aussagen, dass es für Michael schwer wird, diesen demotivierend Beigeschmack haben.",37
"Du hast gerade geschrieben, dass sie ihn demotiviert, dass habe ich nicht so gemeint, dass sie das beabsichtigt tut. Sondern, dass ihre Aussagen, dass es für Michael schwer wird, diesen demotivierend Beigeschmack einschüchternd",37
"Sie haben gerade geschrieben, dass sie ihn demotivierte, ich meinte nicht, dass sie es tut. Aber Ihre Aussagen, dass es für Michael schwierig sein wird, einen Demotivierenden Nachgeschmack zu haben.",37
"Sie haben gerade geschrieben, dass sie ihn demotivierte, ich meinte nicht, dass sie es tut. Aber Ihre Aussagen, dass es für Michael schwierig nicht einfach wird, einen Demotivierenden Nachgeschmack zu haben.",37
Achso dann hatte ich das falsch verstanden,39
Achso dann hatte verstanden das falsch verstanden,39
"Oh, dann habe ich das missverstanden",39
"Oh, falsch verstanden habe ich das missverstanden",39
Okay. Dann lass uns zu einer Zusammenfassung kommen...,35
Okay. Dann Zusammenfassung uns zu einer Zusammenfassung kommen...,35
Ok. Dann kommen wir zu einer Zusammenfassung ...,35
Ok. Dann kommen wir Zusammenfassung einer Zusammenfassung ...,35
"Um eine Zusammenfassung zu finden würde ich deine Beschreibung des Problems verwenden, die war sehr treffend",35
"Zusammenfassung eine Zusammenfassung zu finden würde ich deine Beschreibung des Problems verwenden, die war sehr treffend",35
"Um eine Zusammenfassung zu finden Darstellung ich deine Beschreibung des Problems verwenden, die war sehr treffend",35
"Um eine Zusammenfassung zu finden, würde ich Ihre Beschreibung des Problems verwenden, es war sehr passend",35
"Um eine Zusammenfassung zu Zusammenfassung würde ich Ihre Beschreibung des Problems verwenden, es war sehr passend",35
"Um eine Zusammenfassung zu finden, würde Darstellung Ihre Beschreibung des Problems verwenden, es war sehr passend",35
Okay. Die mit den negativen Erfahrungen? und dann schreibe ich noch etwas über die Attributionen der umstehenden Personen dazu?,36
Ok. Mit den negativen Erfahrungen? Und dann schreibe ich etwas über die Attribute der Zuschauer?,36
Ok. Mit den negativen Erfahrungen? Und dann Schreibstil ich etwas über die Attribute der Zuschauer?,36
Genau diese meine ich,39
Genau diese treffsicher ich,39
Genau das meine ich,39
Genau das treffsicher ich,39
"Du hast gerade etwas gesagt, dem ich zustimme, und zwar, dass die Atrributionen der umstehenden Personen relevant in der Zusammenfassung sind und ich würde noch die Effekte ergänzen",37
"Du hast gerade etwas gesagt, dem ich zustimme, und zwar, dass die Atrributionen der umstehenden Personen relevant in Zusammenfassung Zusammenfassung sind und ich würde noch die Effekte ergänzen",37
"Du hast gerade etwas gesagt, dem ich zustimme, und zwar, dass die Atrributionen der umstehenden Personen relevant in der Zusammenfassung sind ausbauen ich würde noch die Effekte ergänzen",37
"Sie haben gerade etwas gesagt, mit dem ich zustimme, dass die Atrribose der Zuschauer in der Zusammenfassung relevant sind, und ich würde die Effekte hinzufügen",37
"Sie haben gerade etwas gesagt, mit dem ich zustimme, dass die Atrribose der Zuschauer in der Zusammenfassung relevant sind, Zusammenfassung ich würde die Effekte hinzufügen",37
"Sie haben gerade etwas gesagt, mit dem ich zustimme, dass die Atrribose der Zuschauer in der Zusammenfassung relevant sind, und ich würde die ergänzen hinzufügen",37
Also die Effekte auf den Schüler,37
Also die Auswirkungen auf den Schüler,37
Bitte kommt nun zusammen zu einer Erklärung und schreibt die gemeinsame Analyse am Ende in den Chat.,-1
Bitte kommt en bloc zusammen zu einer Erklärung und schreibt die gemeinsame Analyse am Ende in den Chat.,-1
Bitte kommt nun zusammen zu Erklärung Erklärung und schreibt die gemeinsame Analyse am Ende in den Chat.,-1
Bitte kommen Sie jetzt zusammen und schreibt am Ende die gemeinsame Analyse im Chat.,-1
Bitte kommen Sie en bloc zusammen und schreibt am Ende die gemeinsame Analyse im Chat.,-1
"Kannst du mir genauer erklären, was du mit den Effekten meinst? Ich fange dann mit der gemeinsamen Analyse an.",36
"Kannst du mir genauer erklären, was du Handelspapier den Effekten meinst? Ich fange dann mit der gemeinsamen Analyse an.",36
"Können Sie mir genauer erklären, was Sie mit den Effekten meinen? Ich beginne dann mit der gemeinsamen Analyse.",36
"Können Sie mir genauer erklären, was Sie mit Handelspapier Effekten meinen? Ich beginne dann mit der gemeinsamen Analyse.",36
"Ich meinte, dass er die Attribution der Eltern übernimmt und dadurch negative Effekte auf Motivation und Leistung erfährt",35
"Ich meinte, dass er die Attribution der Eltern Attribuierung und dadurch negative Effekte auf Motivation und Leistung erfährt",35
"Ich meinte, dass er die Attribution der Eltern übernimmt und dadurch negative Effekte auf Interesse und Leistung erfährt",35
"Ich sagte, er übernahm die Zuschreibung der Eltern und erlebt dadurch negative Auswirkungen auf Motivation und Leistung",35
"Ich sagte, er übernahm die Attribuierung der Eltern und erlebt dadurch negative Auswirkungen auf Motivation und Leistung",35
Und durch die fehlenden Hilfestellungen der Lehrkraft keine alternativen Attribuierungen aufgezeigt bekommt,35
Und aufgrund der mangelnden Hilfe des Lehrers werden keine alternativen Attribute angezeigt,35
"Michael hat das grundlegende Problem, dass er negative Erfahrungen mit Mathematikleistungen gemacht hat und keine Möglichkeit sieht, diese Situation zu verbessern. Er selbst begründet die Ursachen für diese Misserfolge nicht erkennbar. Seine Eltern führen die Leistung auf die fehlende Begabung,",41
"Michael hat das grundlegende Problem, dass er negative Erfahrung mit Mathematikleistungen gemacht hat und keine Möglichkeit sieht, diese Situation zu verbessern. Er selbst begründet die Ursachen für diese Misserfolge nicht erkennbar. Seine Eltern führen die Leistung auf die fehlende Begabung,",41
"Michael hat das grundlegende Problem, dass er negative Erfahrungen mit Mathematikleistungen gemacht hat und keine Möglichkeit sieht, diese Situation Option verbessern. Er selbst begründet die Ursachen für diese Misserfolge nicht erkennbar. Seine Eltern führen die Leistung auf die fehlende Begabung,",41
"Michael hat das grundlegende Problem, dass er negative Erfahrungen mit Mathematikleistungen gemacht hat und keine Möglichkeit sieht, diese Situation zu verbessern. Er selbst begründet die Ursachen für diese Misserfolge nicht erkennbar. Seine Eltern führen die Leistung auf die fehlende Begabung,",41
"Michael hat das grundlegende Problem, dass er negative Erfahrungen mit Mathematikleistungen gemacht hat und keine Möglichkeit sieht, diese Situation zu verbessern. Er selbst begründet die Ursachen für diese Misserfolge nicht erkennbar. Seine Eltern führen die Leistung auf die fehlende Begabung,",41
"Michael hat das grundlegende Problem, dass er negative Erfahrungen mit Mathematikleistungen gemacht hat und keine Möglichkeit sieht, diese Situation zu verbessern. Er selbst begründet die Ursachen für diese Misserfolge nicht erkennbar. Seine Eltern führen die Leistung auf die fehlende Begabung,",41
"Michael hat das grundlegende Problem, dass er negative Erfahrungen mit Mathematikleistungen gemacht hat und keine Möglichkeit sieht, diese Situation zu verbessern. Er selbst begründet die Ursachen für diese Misserfolge nicht erkennbar. Seine Eltern führen die Leistung auf die fehlende Begabung,",41
"Michael hat das grundlegende Problem, dass er negative Erfahrungen mit Mathematikleistungen gemacht hat und keine Möglichkeit sieht, diese Situation zu verbessern. Er selbst begründet die Ursachen für diese Misserfolge nicht erkennbar. Seine Eltern führen die Leistung auf die fehlende Begabung,",41
"Michael hat das grundlegende Problem, dass er negative Erfahrungen mit der Mathematik gemacht hat und sieht keine Möglichkeit, diese Situation zu verbessern. Er rechtfertigt nicht die Ursachen dieses Misserers.Berücksichtigt plausibel. Die Internalisierung dieses Zuschreibungsmusters wirkt negative Auswirkungen auf die Leistung",41
"Michael hat das grundlegende Problem, dass er negative Erfahrung mit der Mathematik gemacht hat und sieht keine Möglichkeit, diese Situation zu verbessern. Er rechtfertigt nicht die Ursachen dieses Misserers.Berücksichtigt plausibel. Die Internalisierung dieses Zuschreibungsmusters wirkt negative Auswirkungen auf die Leistung",41
"Michael hat das grundlegende Problem, dass er negative Erfahrungen mit der Rechnen gemacht hat und sieht keine Möglichkeit, diese Situation zu verbessern. Er rechtfertigt nicht die Ursachen dieses Misserers.Berücksichtigt plausibel. Die Internalisierung dieses Zuschreibungsmusters wirkt negative Auswirkungen auf die Leistung",41
"Michael hat das grundlegende Problem, dass er negative Erfahrungen mit der Mathematik gemacht hat und sieht keine Möglichkeit, diese Situation zu verbessern. Er rechtfertigt nicht die Ursachen dieses Misserers.Berücksichtigt plausibel. Die Internalisierung dieses Zuschreibungsmusters wirkt negative Auswirkungen auf die Leistung",41
"Michael hat das grundlegende Problem, dass er negative Erfahrungen mit der Mathematik gemacht hat und sieht keine Möglichkeit, diese Situation zu verbessern. Er rechtfertigt nicht die Ursachen dieses Misserers.Berücksichtigt plausibel. Die Internalisierung dieses Zuschreibungsmusters wirkt negative Auswirkungen auf die Leistung",41
Ich hoffe du bist zufrieden...,35
Ich hoffe du bist zufrieden ...,35
Ich hoffe happy bist zufrieden ...,35
"Du hast gerade etwas gesagt, dem ich zustimme, und zwar: Das ist eine gute Zusammenfassung unserer Diskussion!",41
"Du hast gerade etwas gesagt, dem ich zustimme, und zwar: Das ist eine Zusammenfassung Zusammenfassung unserer Diskussion!",41
"Sie haben gerade etwas gesagt, was ich zustimme: Dies ist eine gute Zusammenfassung unserer Diskussion!",41
"Sie haben gerade etwas gesagt, was ich zustimme: Dies ist eine gute Zusammenfassung unserer Zusammenfassung",41
Seid ihr beide zufrieden mit der Zusammenfassung?,-1
Sind Sie beide mit der Zusammenfassung zufrieden?,-1
Sind Sie beide mit der Zusammenfassung zufrieden?,-1
Ja,39
umso eher als,39
"Ja, ich habe nichts mehr zu ergänzen.",39
"Ja, ich habe nichts mehr hinzuzufügen.",39
"Super, danke! Ihr könnt den Chat jetzt über den ""Chat Beenden""-Button schließen.",-1
"Tolles Dankeschön! Sie können den Chat jetzt über den Schaltfläche ""Chat"" schließen.",-1
"Tolles Dankeschön! Sie können den Chat jetzt über den Schaltfläche ""Chat"" schließen.",-1
Okay,35
schon gut,35
"Hallo, willkommen in der Chatumgebung. Seid ihr beide da?",-1
"Hallo, Willkommen in der Chat -Umgebung. Bist ihr beide dort?",-1
wünschenswert Willkommen in der Chat -Umgebung. Bist ihr beide dort?,-1
"Hallo, ja.",-1
Hallo ja.,-1
Hallo Trubel,-1
ja,-1
umso eher als,-1
"Super! Für euch zur Info: In den Reitern über dem Chat findet ihr den Fall, die Aufgabenbeschreibung und die Attributionstheorie. Falls ihr Fragen habt, könnt ihr sie jederzeit stellen.",-1
"Super! Für euch zur Info: In den Reitern über dem Chat findet ihr den Fall, die Aufgabenbeschreibung und die Attributionstheorie. Falls ihr Fragen habt, könnt ihr sie ständig stellen.",-1
"Ausgezeichnet! Für Informationen: In den Fahrern über dem Chat finden Sie den Fall, die Beschreibung der Aufgabe und die Attributionstheorie. Wenn Sie Fragen haben, können Sie sie jederzeit stellen.",-1
"Ausgezeichnet! Für Respekt! In den Fahrern über dem Chat finden Sie den Fall, die Beschreibung der Aufgabe und die Attributionstheorie. Wenn Sie Fragen haben, können Sie sie jederzeit stellen.",-1
"Ausgezeichnet! Für Informationen: In den Fahrern über dem Chat finden Sie den Fall, Darstellung Beschreibung der Aufgabe und die Attributionstheorie. Wenn Sie Fragen haben, können Sie sie jederzeit stellen.",-1
"Ausgezeichnet! Für Informationen: In den Fahrern über dem Chat finden Sie den Fall, die Beschreibung der Aufgabe und die Attributionstheorie. Wenn Sie Fragen haben, ständig Sie sie jederzeit stellen.",-1
"Okay, super. Dankeschön!",-1
"Okay, großartig. Danke sehr!",-1
"Wenn alles klar ist und ihr die Fallbeschreibung gelesen habt, dann könnt ihr jetzt mit eurer Diskussion beginnen. Ihr habt 30 Minuten Zeit.",-1
"die Gesamtheit alles klar ist und ihr die Fallbeschreibung gelesen habt, dann könnt ihr jetzt mit eurer Diskussion beginnen. Ihr habt 30 Minuten Zeit.",-1
"Wenn alles klar ist und ihr die Fallbeschreibung gelesen habt, dann könnt ihr jetzt mit eurer Diskussion Diskussion Ihr habt 30 Minuten Zeit.",-1
"Wenn alles klar ist und Sie die Fallbeschreibung gelesen haben, können Sie jetzt mit Ihrer Diskussion beginnen. Sie haben 30 Minuten.",-1
"Wenn alles die Gesamtheit ist und Sie die Fallbeschreibung gelesen haben, können Sie jetzt mit Ihrer Diskussion beginnen. Sie haben 30 Minuten.",-1
"Wenn alles klar ist und Sie die Fallbeschreibung gelesen haben, Ahnung Sie jetzt mit Ihrer Diskussion beginnen. Sie haben 30 Minuten.",-1
"Wenn alles klar ist und Sie die Fallbeschreibung gelesen haben, können Sie jetzt mit Ihrer Diskussion beginnen. Sie haben Diskussion Minuten.",-1
Okay.,-1
Geht klar.,-1
Okay,-1
schon gut,-1
"Ich denke, dass das erste Problem in diesem Szenario ist, dass Michael Petersen sich selbst einredet, er würde Mathe nicht beherrschen. Aufgrund dessen hat er immer eine Möglichkeit, seine schlechten Ergebnisse im Fach Mathe auf diese Weise zu rechtfertigen.",35
"Ich denke, dass das erste Problem Verarbeitungssequenz diesem Szenario ist, dass Michael Petersen sich selbst einredet, er würde Mathe nicht beherrschen. Aufgrund dessen hat er immer eine Möglichkeit, seine schlechten Ergebnisse im Fach Mathe auf diese Weise zu rechtfertigen.",35
"Ich denke, das erste Problem in diesem Szenario ist, dass Michael Petersen mit sich selbst spricht, dass er die Mathematik nicht beherrschen würde. Auf diese Weise hat er immer die Möglichkeit, seine schlechten Ergebnisse im Thema Mathematik auf diese Weise",35
"Ich denke, das Problem Problem in diesem Szenario ist, dass Michael Petersen mit sich selbst spricht, dass er die Mathematik nicht beherrschen würde. Auf diese Weise hat er immer die Möglichkeit, seine schlechten Ergebnisse im Thema Mathematik auf diese Weise",35
"Ich denke, das erste Problem in Verarbeitungssequenz Szenario ist, dass Michael Petersen mit sich selbst spricht, dass er die Mathematik nicht beherrschen würde. Auf diese Weise hat er immer die Möglichkeit, seine schlechten Ergebnisse im Thema Mathematik auf diese Weise",35
"Ich denke, das erste Problem in diesem Szenario ist, dass Michael Petersen mit sich selbst spricht, Rechnen er die Mathematik nicht beherrschen würde. Auf diese Weise hat er immer die Möglichkeit, seine schlechten Ergebnisse im Thema Mathematik auf diese Weise",35
"Ich denke, das erste Problem in diesem Szenario ist, dass Michael Petersen mit sich selbst spricht, dass er die Mathematik beherrschen beherrschen würde. Auf diese Weise hat er immer die Möglichkeit, seine schlechten Ergebnisse im Thema Mathematik auf diese Weise",35
"Ich denke, das erste Problem in diesem Szenario ist, dass Michael Petersen mit sich selbst spricht, dass er die Mathematik nicht beherrschen würde. Auf diese Weise vernünftig er immer die Möglichkeit, seine schlechten Ergebnisse im Thema Mathematik auf diese Weise",35
*Peters,35
"Das Problem besteht auch darin, dass seine Eltern seine Auffassung teilen und ihm somit mitteilen, dass er die nötige Begabung dafür nicht hat.",37
"Das Problem besteht auch Problem dass seine Eltern seine Auffassung teilen und ihm somit mitteilen, dass er die nötige Begabung dafür nicht hat.",37
"Das Problem besteht auch darin, Standpunkt seine Eltern seine Auffassung teilen und ihm somit mitteilen, dass er die nötige Begabung dafür nicht hat.",37
"Das Problem besteht auch darin, dass seine Eltern seine Auffassung teilen und ihm somit mitteilen, dass er Talent nötige Begabung dafür nicht hat.",37
"Das Problem ist, dass seine Eltern seine Ansicht teilen und ihm so informieren, dass er nicht das notwendige Talent dafür hat.",37
"Problem Problem ist, dass seine Eltern seine Ansicht teilen und ihm so informieren, dass er nicht das notwendige Talent dafür hat.",37
"Das Problem ist, dass seine Eltern seine Standpunkt teilen und ihm so informieren, dass er nicht das notwendige Talent dafür hat.",37
"Ja, das finde ich auch. Meiner Meinung nach gehört der erste Punkt, also dass Michael Peters seine schlechten Leistungen seiner mangelnden Begabung in die Schuhe schiebt, in die Kategorie ""internal stabile Attribution"". Den zweiten Punkt, also dass seine Eltern seine",41
"Ja, das finde ich auch. Meiner Meinung Standpunkt gehört der erste Punkt, also dass Michael Peters seine schlechten Leistungen seiner mangelnden Begabung in die Schuhe schiebt, in die Kategorie ""internal stabile Attribution"". Den zweiten Punkt, also dass seine Eltern seine",41
"Ja, das finde ich auch. Meiner Meinung nach gehört der erste Punkt, also dass Michael Peters seine schlechten Leistungen seiner mangelnden Begabung in die Schuhe Kategorie in die Kategorie ""internal stabile Attribution"". Den zweiten Punkt, also dass seine Eltern seine",41
"Ja, das finde ich auch. Meiner Meinung nach gehört der erste Punkt, also dass Michael Peters seine schlechten Leistungen seiner mangelnden Begabung in die Schuhe schiebt, in die Kategorie ""internal stabile Attribution"". Den zweiten Punkt, also dass seine Erziehungsberechtigte seine",41
"Ja, das finde ich auch. Meiner Meinung nach gehört der erste Punkt, also dass Michael Peters seine schlechten Leistungen seiner mangelnden Begabung in die Schuhe schiebt, in die Kategorie ""internal stabile Attribution"". Den zweiten Punkt, also dass seine Eltern seine",41
"Ja, das finde ich auch. Meiner Meinung nach gehört der erste Punkt, also dass Michael Peters seine schlechten Leistungen seiner mangelnden Begabung in die Schuhe schiebt, in die Kategorie ""internal stabile Attribution"". Den zweiten Punkt, also dass seine Eltern seine",41
"Ja, ich denke auch. Meiner Meinung nach ist der erste Punkt gehört, dass Michael Peters seine schlechte Leistung in seinem mangelnden Talent in seinen Schuhen in die Kategorie ""interne stabile Zuschreibung"" drückt. Der zweite Punkt, das heißt, dass seine Eltern",41
"Ja, ich denke auch. Meiner Standpunkt nach ist der erste Punkt gehört, dass Michael Peters seine schlechte Leistung in seinem mangelnden Talent in seinen Schuhen in die Kategorie ""interne stabile Zuschreibung"" drückt. Der zweite Punkt, das heißt, dass seine Eltern",41
"Ja, ich denke auch. Meiner Meinung nach ist der erste Punkt gehört, dass Michael Peters seine schlechte Leistung in seinem mangelnden Talent in seinen Schuhen in die Kategorie ""interne Kategorie Zuschreibung"" drückt. Der zweite Punkt, das heißt, dass seine Eltern",41
"Ja, ich denke auch. Meiner Meinung nach ist der erste Punkt gehört, dass Michael Peters seine schlechte Leistung in seinem mangelnden Talent in seinen Schuhen in die Kategorie ""interne stabile Zuschreibung"" drückt. Der zweite Punkt, das heißt, dass seine Eltern",41
"Ja, ich denke auch. Meiner Meinung nach ist der erste Punkt gehört, dass Michael Peters seine schlechte Leistung in seinem mangelnden Talent in seinen Schuhen in die Kategorie ""interne stabile Zuschreibung"" drückt. Der zweite Punkt, das heißt, dass seine Eltern",41
Dem stimme ich zu.,39
Dem stimme Stimmlage zu.,39
Ich stimme zu.,39
Ich Stimmlage zu.,39
"Super! Des Weiteren finde ich die Antwort von Michael Peters Lehrerin Frau Weber ziemlich unpassend. Durch ihre Antwort vergewissert sie ihm ja sozusagen, dass er in Mathe nur schlechte Leistungen erbringt, da der faul ist. Es könnte ja dennoch sein,",35
"Super! Des Weiteren finde ich die Antwort Antwort Michael Peters Lehrerin Frau Weber ziemlich unpassend. Durch ihre Antwort vergewissert sie ihm ja sozusagen, dass er in Mathe nur schlechte Leistungen erbringt, da der faul ist. Es könnte ja dennoch sein,",35
"Super! Des Weiteren finde ich die Antwort von Michael Peters Lehrerin Frau Weber ziemlich unpassend. Durch ihre Antwort vergewissert sie ihm ja sozusagen, dass er in Mathe nur schlechte Leistungen erbringt, da der faul ist. Es könnte ja dennoch nur",35
"Super! Des Weiteren finde ich die Antwort von Michael Peters Lehrerin Frau Weber ziemlich unpassend. Durch ihre Antwort vergewissert sie ihm ja sozusagen, dass er in Mathe nur schlechte Leistungen erbringt, da der faul ist. Es könnte ja dennoch sein,",35
"Super! Des Weiteren finde ich die Antwort von Michael Peters Lehrerin Frau Weber ziemlich unpassend. Durch ihre Antwort vergewissert sie ihm ja sozusagen, dass er in Mathe nur schlechte Leistungen erbringt, da der faul ist. Es könnte ja dennoch sein,",35
"Super! Des Weiteren finde ich die Antwort von Michael Peters Lehrerin Frau Weber ziemlich unpassend. Durch ihre Antwort vergewissert sie ihm ja sozusagen, dass er in Mathe nur schlechte Leistungen erbringt, da der faul ist. Es könnte ja dennoch sein,",35
"Ausgezeichnet! Außerdem finde ich die Antwort von Michael Peters Lehrer Frau Weber ziemlich unangemessen. Mit ihrer Antwort stellt sie sicher, dass er nur schlechte Leistung in Mathematik erzielt, weil die Faulen immer noch sein könnten, dass er wirklich unkenner ist.Ist",35
"Ausgezeichnet! Außerdem finde Respekt! die Antwort von Michael Peters Lehrer Frau Weber ziemlich unangemessen. Mit ihrer Antwort stellt sie sicher, dass er nur schlechte Leistung in Mathematik erzielt, weil die Faulen immer noch sein könnten, dass er wirklich unkenner ist.Ist",35
"Ausgezeichnet! Außerdem finde ich die Antwort von Michael Peters Antwort Frau Weber ziemlich unangemessen. Mit ihrer Antwort stellt sie sicher, dass er nur schlechte Leistung in Mathematik erzielt, weil die Faulen immer noch sein könnten, dass er wirklich unkenner ist.Ist",35
